inventory_group,source_id,name,source_url,exact_access_url,ats_platform,ats_tenant_identifier,access_method,configuration_location,status,last_attempted_ingestion,last_successful_ingestion,evidence,bounded_endpoint_observation,refresh_schedule,jobs_fetched_last_successful_run,current_unique_active_jobs,current_verified_remote_jobs,ingestion_permission_status,paid_board_display_permission_status,permission_evidence,restrictions_or_missing_configuration
direct_employer_or_ats_tenant,progressive,Progressive Careers,https://careers.progressive.com/,https://careers.progressive.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:progressive; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://careers.progressive.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,geico,GEICO Careers,https://careers.geico.com/us/en,https://careers.geico.com/us/en,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:geico; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://careers.geico.com/us/en,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,liberty-mutual,Liberty Mutual Careers,https://jobs.libertymutualgroup.com/,https://jobs.libertymutualgroup.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:liberty-mutual; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://jobs.libertymutualgroup.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,allstate,Allstate Careers,https://www.allstate.jobs/,https://www.allstate.jobs/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:allstate; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.allstate.jobs/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,state-farm,State Farm Careers,https://jobs.statefarm.com/main0,https://jobs.statefarm.com/main0,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:state-farm; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://jobs.statefarm.com/main0,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,broadpath,BroadPath Careers,https://broad-path.com/careers/,https://broad-path.com/careers/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:broadpath; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://broad-path.com/careers/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,sedgwick,Sedgwick Careers,https://www.sedgwick.com/careers/,https://www.sedgwick.com/careers/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:sedgwick; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.sedgwick.com/careers/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,american-express,American Express Careers,https://www.americanexpress.com/en-us/careers/,https://www.americanexpress.com/en-us/careers/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:american-express; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.americanexpress.com/en-us/careers/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,capital-one,Capital One Careers,https://www.capitalonecareers.com/,https://www.capitalonecareers.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:capital-one; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.capitalonecareers.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,chewy,Chewy Careers,https://careers.chewy.com/,https://careers.chewy.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:chewy; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://careers.chewy.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,pearson,Pearson Careers,https://pearson.jobs/,https://pearson.jobs/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:pearson; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://pearson.jobs/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,stride,Stride Inc. Careers,https://www.stridelearning.com/careers/,https://www.stridelearning.com/careers/,workday,strideinc/SK,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:stride; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.stridelearning.com/careers/,Requested as Stride K12. Official Workday tenant verified; no Workday adapter is implemented.
direct_employer_or_ats_tenant,transcom,Transcom Careers,https://careers.transcom.com/,https://careers.transcom.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:transcom; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://careers.transcom.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,asurion,Asurion Careers,https://careers.asurion.com/,https://careers.asurion.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:asurion; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://careers.asurion.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,carenet-health,Carenet Health Careers,https://talent.carenethealthcare.com/jobs/categories,https://talent.carenethealthcare.com/jobs/categories,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:carenet-health; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://talent.carenethealthcare.com/jobs/categories,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,quest-diagnostics,Quest Diagnostics Careers,https://careers.questdiagnostics.com/,https://careers.questdiagnostics.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:quest-diagnostics; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://careers.questdiagnostics.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,fidelity-investments,Fidelity Investments Careers,https://jobs.fidelity.com/,https://jobs.fidelity.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:fidelity-investments; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://jobs.fidelity.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,first-citizens-bank,First Citizens Bank Careers,https://jobs.firstcitizens.com/,https://jobs.firstcitizens.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:first-citizens-bank; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://jobs.firstcitizens.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,abc-legal-services,ABC Legal Services Careers,https://www.abclegal.com/careers,https://www.abclegal.com/careers,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:abc-legal-services; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.abclegal.com/careers,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,labcorp,Labcorp Careers,https://careers.labcorp.com/,https://careers.labcorp.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:labcorp; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://careers.labcorp.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,duolingo,Duolingo Careers,https://careers.duolingo.com/,https://boards-api.greenhouse.io/v1/boards/duolingo/jobs?content=true,greenhouse,duolingo,public_structured_endpoint,src/lib/jobs/source-registry.ts#jobSources:duolingo; supabase/migrations/202609080022_job_source_audit_and_requested_batch.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",HTTP 200; 89 published endpoint postings; not ingested,none,0 (no successful run),0,0,approved_public_endpoint,direct_link_only,https://developers.greenhouse.io/job-board.html,Requested employer batch. Bounded endpoint test passed 2026-09-08; not scheduled or persisted until reviewed activation.
direct_employer_or_ats_tenant,ultimate-medical-academy,Ultimate Medical Academy Careers,https://workatuma.com/,https://boards-api.greenhouse.io/v1/boards/umaeducationinc/jobs?content=true,greenhouse,umaeducationinc,public_structured_endpoint,src/lib/jobs/source-registry.ts#jobSources:ultimate-medical-academy; supabase/migrations/202609080022_job_source_audit_and_requested_batch.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",HTTP 200; 8 published endpoint postings; not ingested,none,0 (no successful run),0,0,approved_public_endpoint,direct_link_only,https://developers.greenhouse.io/job-board.html,Requested employer batch. Bounded endpoint test passed 2026-09-08; not scheduled or persisted until reviewed activation.
direct_employer_or_ats_tenant,brightwheel,Brightwheel Careers,https://mybrightwheel.com/careers/,https://api.ashbyhq.com/posting-api/job-board/brightwheel?includeCompensation=true,ashby,brightwheel,public_structured_endpoint,src/lib/jobs/source-registry.ts#jobSources:brightwheel; supabase/migrations/202609080022_job_source_audit_and_requested_batch.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",HTTP 200; 19 published endpoint postings; not ingested,none,0 (no successful run),0,0,approved_public_endpoint,direct_link_only,https://developers.ashbyhq.com/docs/public-job-posting-api,Requested employer batch. Bounded endpoint test passed 2026-09-08; not scheduled or persisted until reviewed activation.
direct_employer_or_ats_tenant,classdojo,ClassDojo Careers,https://www.classdojo.com/jobs/,https://www.classdojo.com/jobs/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:classdojo; supabase/migrations/202609080022_job_source_audit_and_requested_batch.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.classdojo.com/jobs/,Requested employer batch. Official page verified; no supported public ATS tenant was identified.
direct_employer_or_ats_tenant,capella-university,Capella University Careers,https://www.capella.edu/careers/,https://www.capella.edu/careers/,workday,strayer/CU_Careers,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:capella-university; supabase/migrations/202609080022_job_source_audit_and_requested_batch.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.capella.edu/careers/,Requested employer batch. Workday tenant verified; no Workday adapter is implemented.
direct_employer_or_ats_tenant,outschool,Outschool Careers,https://outschool.com/careers,https://boards-api.greenhouse.io/v1/boards/outschool/jobs?content=true,greenhouse,outschool,public_structured_endpoint,src/lib/jobs/source-registry.ts#jobSources:outschool; supabase/migrations/202609080022_job_source_audit_and_requested_batch.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",HTTP 200; 4 published endpoint postings; not ingested,none,0 (no successful run),0,0,approved_public_endpoint,direct_link_only,https://developers.greenhouse.io/job-board.html,Requested employer batch. Bounded endpoint test passed 2026-09-08; not scheduled or persisted until reviewed activation.
direct_employer_or_ats_tenant,stripe,Stripe Careers,https://stripe.com/careers/search,https://boards-api.greenhouse.io/v1/boards/stripe/jobs?content=true,greenhouse,stripe,public_structured_endpoint,src/lib/jobs/source-registry.ts#jobSources:stripe; supabase/migrations/202609080022_job_source_audit_and_requested_batch.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",HTTP 200; 619 published endpoint postings; not ingested,none,0 (no successful run),0,0,approved_public_endpoint,direct_link_only,https://developers.greenhouse.io/job-board.html,Requested employer batch. Bounded endpoint test passed 2026-09-08; specialized roles require relevance filtering; not scheduled.
direct_employer_or_ats_tenant,block,Block Careers,https://block.xyz/careers/jobs,https://boards-api.greenhouse.io/v1/boards/block/jobs?content=true,greenhouse,block,public_structured_endpoint,src/lib/jobs/source-registry.ts#jobSources:block; supabase/migrations/202609080022_job_source_audit_and_requested_batch.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",HTTP 200; 206 published endpoint postings; not ingested,none,0 (no successful run),0,0,approved_public_endpoint,direct_link_only,https://developers.greenhouse.io/job-board.html,Requested employer batch. Bounded endpoint test passed 2026-09-08; specialized roles require relevance filtering; not scheduled.
direct_employer_or_ats_tenant,coinbase,Coinbase Careers,https://www.coinbase.com/careers/positions?location=all,https://boards-api.greenhouse.io/v1/boards/coinbase/jobs?content=true,greenhouse,coinbase,public_structured_endpoint,src/lib/jobs/source-registry.ts#jobSources:coinbase; supabase/migrations/202609080022_job_source_audit_and_requested_batch.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",HTTP 200; 206 published endpoint postings; not ingested,none,0 (no successful run),0,0,approved_public_endpoint,direct_link_only,https://developers.greenhouse.io/job-board.html,Requested employer batch. Bounded endpoint test passed 2026-09-08; specialized roles require relevance filtering; not scheduled.
direct_employer_or_ats_tenant,gitlab,GitLab Careers,https://about.gitlab.com/jobs/,https://about.gitlab.com/jobs/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:gitlab; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://about.gitlab.com/jobs/,"Remote-first, but openings may be specialized and highly competitive."
direct_employer_or_ats_tenant,zapier,Zapier Careers,https://zapier.com/jobs,https://zapier.com/jobs,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:zapier; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://zapier.com/jobs,"Remote-first, but openings may be specialized and highly competitive."
direct_employer_or_ats_tenant,automattic,Automattic Careers,https://automattic.com/work-with-us/,https://automattic.com/work-with-us/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:automattic; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://automattic.com/work-with-us/,"Remote-first, but openings may be specialized and highly competitive."
direct_employer_or_ats_tenant,amazon,Amazon Careers,https://www.amazon.jobs/en/,https://www.amazon.jobs/en/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:amazon; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.amazon.jobs/en/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,apple,Apple Careers,https://jobs.apple.com/en-us/search,https://jobs.apple.com/en-us/search,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:apple; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://jobs.apple.com/en-us/search,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,dell-technologies,Dell Technologies Careers,https://jobs.dell.com/,https://jobs.dell.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:dell-technologies; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://jobs.dell.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,hp,HP Careers,https://jobs.hp.com/,https://jobs.hp.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:hp; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://jobs.hp.com/,No structured adapter configured; manual official-page research only.
